अंकुर	ankur	4
अंग्रेजी	angreji	7
अंजना	anjana	4
अंडा	anda	5
अंत	ant	4
अंतरिक्ष	antriksh	5
अकोला	akola	4
अक्षय	akshay	8
अक्षर	akshar	6
अक्षांश	akshansh	5	akshaansh
अखिलेश	akhilesh	4
अगरतला	agartala	4
अगले	agale	4
अजमेर	ajmer	4
अजय	ajay	10
अतिउत्साह	atiutsaah	4
अतिरिक्त	atirikt	4
अत्याचार	atyachaar	5
अधिग्रहण	adhigrahan	5
अधिग्रहित	adhigrahit	4
अधिनियम	adhiniyam	7
अध्यक्ष	adhyaksh	5
अध्यापक	adhyapak	6
अध्याय	adhyaay	6
अनमोल	anmol	6
अनिल	anil	4
अनिवार्य	anivarya	7	aniwarya
अनिश्चिता	anishchita	4
अनुमानत	anumanat	4
अनुष्ठान	anushthaan	6
अनूठा	anutha	4
अनेक	anek	5
अनोखा	anokha	6
अन्न	ann	4
अन्य	anya	4
अपना	apna	4
अपने	apne	10
अपमानजनक	apmanjanak	4
अपमानित	apmanit	4
अपराधबोध	apraadhbodh	4
अप्रकाशित	aprakashit	5
अब्दुल	abdul	4
अभिनेत्री	abhinetri	9
अभिमान	abhimaan	6
अभिषेक	abhishek	4
अमर	amar	6
अमृत	amrit	4
अमृतसर	amritsar	7
अमृता	amrita	5
अर्चना	archana	5
अर्थव्यवस्था	arthvyavastha	6
अर्थशास्त्र	arthashastra	5
अवस्था	avastha	5
अश्लील	ashleel	4
अश्लील	ashlil	4
आंख	aankh	6
आंधी	aandhi	5
आकर्षण	aakarshan	5
आज	aaj	9
आजकल	aajkal	6
आजा	aaja	6
आत्मनिर्भर	aatmnirbhar	4
आदेश	aadesh	6
आप	aap	6
आपकी	aapki	4
आपके	aapke	4
आपको	aapko	4
आपसे	aapse	4
आपाधापी	aapadhapi	4
आम	aam	6
आमिर	aamir	6
आयु	aayu	6
आयुर्वेद	ayurved	6
आयोग	aayog	6
आरक्षण	aarakshan	5
आलू	aalu	6
आश्चर्यों	ashcharyon	4
आश्रम	aashram	5
आसपास	aaspaas	4
आस्था	aastha	4
इंडो	indo	4
इंदु	indu	4
इंद्र	indra	6
इंसान	insaan	7
इंसान	insaan	7
इतिहास	itihaas	5
इस	is	6
इस्लाम	islaam	7
इस्लामाबाद	islamabaad	5
उजाला	ujala	6
उठा	utha	4
उठी	uthi	4
उतर	utar	6
उत्तम	uttam	4
उत्तर	uttar	6
उत्तरपूर्वी	uttarpurvi	4
उत्तराखंड	uttarakhand	4
उत्तराखंड	uttrakhand	4
